match_id,date,player1,player2,h2h_L10_weighted,h2h_L30_weighted,h2h_L60_weighted,h2h_L10_count,h2h_L30_count,h2h_L60_count,recent_A_L10,recent_B_L10,recent_A_L30,recent_B_L30,match_balance_L10,R_4plus
11622654,2026-03-21 16:00:00,Martin Stefek,Michal Syroha,0.5,0.5714285714285714,0.5714285714285714,10,14,14,0.6,0.6,0.6333333333333333,0.4666666666666667,0.0999999999999999,0.5642857142857143
11622657,2026-03-21 16:00:00,Oleksandr Kolisnyk,Michal Vavrecka,0.8,0.8,0.7333333333333333,10,30,60,1.0,0.7,0.9333333333333332,0.8,0.5,0.74
11622532,2026-03-21 16:30:00,Vratislav Petracek,Jan Mecl Jnr,0.7,0.7666666666666667,0.8,10,30,60,0.8,1.0,0.8,0.8,0.2999999999999999,0.79
11622529,2026-03-21 16:30:00,Samuel Byrtus,Marek Blejchar,0.6,0.625,0.625,10,16,16,0.7,0.8,0.8,0.8333333333333334,0.3000000000000001,0.6225
11621348,2026-03-21 16:30:00,Zbynek Pagac,Daniel Unzeitig,0.742,0.742,0.742,4,4,4,0.8,0.7,0.6666666666666666,0.7666666666666667,0.5,0.742
11620544,2026-03-21 16:30:00,Petr Bruzek,Milan Cetner,0.5013333333333334,0.5013333333333334,0.5013333333333334,2,2,2,0.7,0.5,0.7666666666666667,0.5666666666666667,0.7,0.5013333333333334
11620540,2026-03-21 16:30:00,Michal Hampl,Radim Urbaniec,0.5640000000000001,0.5640000000000001,0.5640000000000001,2,2,2,0.5,0.7,0.5333333333333333,0.5666666666666667,0.5,0.5640000000000001
11620595,2026-03-21 18:00:00,Vaclav Dolezal,Lubor Sulava,0.8,0.7666666666666667,0.6666666666666666,10,30,60,0.7,0.6,0.7333333333333333,0.7666666666666667,0.4999999999999999,0.6799999999999999
11621355,2026-03-21 18:00:00,Viktor Vejvoda,Karel Brozik,0.6,0.6363636363636364,0.6363636363636364,10,22,22,0.9,0.8,0.6666666666666666,0.7333333333333333,0.4999999999999999,0.6327272727272727
11622602,2026-03-21 18:00:00,Michal Vedmoch,Lukas Krok,0.6,0.6470588235294118,0.6470588235294118,10,17,17,1.0,0.7,0.7333333333333333,0.5666666666666667,0.4,0.6423529411764706
11623047,2026-03-21 18:00:00,Karel Brozik,Tomek Batog,0.8373333333333334,0.8373333333333334,0.8373333333333334,8,8,8,0.8,0.6,0.7333333333333333,0.6,0.4000000000000001,0.8373333333333334
11620119,2026-03-21 18:30:00,Yurii Holovatiuk,Pavel Fojt,0.6,0.4705882352941176,0.4705882352941176,10,17,17,0.6,0.6,0.7,0.5333333333333333,0.0999999999999999,0.4835294117647058
11620367,2026-03-21 18:30:00,Tomas Franek,Michal Hampl,0.5746666666666667,0.5746666666666667,0.5746666666666667,2,2,2,0.7,0.5,0.6333333333333333,0.5333333333333333,0.4,0.5746666666666667
11621362,2026-03-21 18:30:00,Jan Pleskot,Ladislav Havel 1956,0.4,0.6333333333333333,0.6,10,30,50,0.8,0.4,0.8,0.5666666666666667,0.4,0.585
11622527,2026-03-21 19:00:00,Lukas Krok,Kyryl Darin,0.5,0.6333333333333333,0.717948717948718,10,30,39,0.7,0.6,0.5666666666666667,0.5666666666666667,0.2,0.6695
11620266,2026-03-21 19:00:00,Lubor Sulava,Radek Bartunek,0.8,0.8,0.7166666666666667,10,30,60,0.6,0.5,0.7666666666666667,0.6666666666666666,0.2,0.725
11621347,2026-03-21 19:30:00,Viktor Vejvoda,Tomas Franek,0.766,0.766,0.766,1,1,1,0.9,0.7,0.6666666666666666,0.6333333333333333,0.2,0.766
11622603,2026-03-21 19:30:00,Michal Vedmoch,Yurii Holovatiuk,0.7,0.7619047619047619,0.7619047619047619,10,21,21,1.0,0.6,0.7333333333333333,0.7,0.6000000000000001,0.7557142857142857
11622708,2026-03-21 19:30:00,Vaclav Dolezal,Jan Pleskot,0.7,0.6333333333333333,0.6388888888888888,10,30,36,0.7,0.8,0.7333333333333333,0.8,0.1,0.643
11621361,2026-03-21 20:00:00,Radek Bartunek,Ladislav Havel 1956,0.8516666666666666,0.8516666666666666,0.8516666666666666,9,9,9,0.5,0.4,0.6666666666666666,0.5666666666666667,0.3999999999999999,0.8516666666666666
11622525,2026-03-21 20:00:00,Kyryl Darin,Pavel Fojt,0.5640000000000001,0.5640000000000001,0.5640000000000001,2,2,2,0.6,0.6,0.5666666666666667,0.5333333333333333,0.0999999999999999,0.5640000000000001
11623050,2026-03-21 20:00:00,Tomek Batog,Michal Hampl,0.5896666666666666,0.5896666666666666,0.5896666666666666,3,3,3,0.6,0.5,0.6,0.5333333333333333,0.5,0.5896666666666666
11622709,2026-03-21 20:30:00,Karel Brozik,Tomas Franek,0.5893333333333334,0.5893333333333334,0.5893333333333334,6,6,6,0.8,0.7,0.7333333333333333,0.6333333333333333,0.5,0.5893333333333334
11622616,2026-03-21 20:30:00,Lukas Krok,Yurii Holovatiuk,0.7,0.8,0.76,10,30,50,0.7,0.6,0.5666666666666667,0.7,0.2,0.76
11622604,2026-03-21 21:00:00,Pavel Fojt,Michal Vedmoch,0.7,0.6,0.6,10,15,15,0.6,1.0,0.5333333333333333,0.7333333333333333,0.7,0.61
11621359,2026-03-21 21:00:00,Ladislav Havel 1956,Vaclav Dolezal,0.7,0.7333333333333333,0.6956521739130435,10,30,46,0.4,0.7,0.5666666666666667,0.7333333333333333,0.2999999999999999,0.704
11621351,2026-03-21 21:00:00,Michal Hampl,Viktor Vejvoda,0.53,0.53,0.53,5,5,5,0.5,0.9,0.5333333333333333,0.6666666666666666,0.6000000000000001,0.53
11622528,2026-03-21 21:30:00,Yurii Holovatiuk,Kyryl Darin,0.8,0.7333333333333333,0.7631578947368421,10,30,38,0.6,0.6,0.7,0.5666666666666667,0.0,0.757
11622710,2026-03-21 21:30:00,Jan Pleskot,Radek Bartunek,0.4,0.6333333333333333,0.6440677966101694,10,30,59,0.8,0.5,0.8,0.6666666666666666,0.6,0.6194999999999999
11623056,2026-03-21 21:30:00,Tomas Franek,Tomek Batog,0.6,0.5,0.5,10,12,12,0.7,0.6,0.6333333333333333,0.6,0.2999999999999999,0.51
11622617,2026-03-21 22:00:00,Pavel Fojt,Lukas Krok,0.683,0.683,0.683,7,7,7,0.6,0.7,0.5333333333333333,0.5666666666666667,0.3,0.683
11621360,2026-03-21 22:00:00,Ladislav Havel 1956,Lubor Sulava,0.8,0.7,0.7,10,30,60,0.4,0.6,0.5666666666666667,0.7666666666666667,0.5999999999999999,0.71
11622716,2026-03-21 22:00:00,Michal Hampl,Karel Brozik,0.593,0.593,0.593,7,7,7,0.5,0.8,0.5333333333333333,0.7333333333333333,0.9000000000000001,0.593
11622526,2026-03-21 22:30:00,Kyryl Darin,Michal Vedmoch,0.8,0.9,0.75,10,30,60,0.6,1.0,0.5666666666666667,0.7333333333333333,0.6000000000000001,0.755
11621346,2026-03-21 22:30:00,Tomek Batog,Viktor Vejvoda,0.7033333333333334,0.7033333333333334,0.7033333333333334,0,0,0,0.6,0.9,0.6,0.6666666666666666,0.5,0.7033333333333334
11622717,2026-03-21 22:30:00,Radek Bartunek,Vaclav Dolezal,0.7,0.8518518518518519,0.8518518518518519,10,27,27,0.5,0.7,0.6666666666666666,0.7333333333333333,0.4999999999999999,0.8366666666666667
